content,adjectives,polarity
"Bagi saya sebagai non - smoker , duduk di restoran dimana semuanya adalah smoking area menjadikan pembicaraan dengan teman sangat terganggu . Dengan konsep cafe yang buka 24 Jam , hal rasa dan porsi sudah lumayan . Lalu ketika mencoba membayar dengan credit card , mesin tidak berfungsi . Bukan menjadi pilihan utama untuk hang out di daerah Dago Riau dan sekitarnya .","[u'lumayan', u'Lalu', u'utama']",positive
"Saya mengenal Bober Cafe tahun 2011 dan baru sering datang sekitar satu tahun terakhir . Biasanya saya datang ke sini untuk bertemu teman atau writing session di luar rumah . Sebenarnya , saya bukan tipe yang senang kongko di restoran atau kafe selama berjam - jam , tapi suasana homey di Bober ( kebetulan tempatnya memang rumah ) membuat saya betah . Meski terletak di jalur sutra kuliner Bandung . Lanjutan","[u'baru', u'sering', u'terakhir', u'luar', u'senang']",positive
"Lokasinya tidak jauh dari alun-alun bandung . didekat sana juga banyak cabang-cabangnya yang bertetanggaan . waktu disana pas libur tahun baru , jam 8 malam saja penuhnya ampun-ampun , melihat pelayannya saja sampai kaya kewalahan * hihii , waktu makan disini saya pesan nasi 2 + ayam bajar + pepes tahu + perkedel + tahu goreng cuma habis 3-3ribu ajaa .","[u'jauh', u'banyak', u'pas', u'baru', u'kaya', u'kewalahan']",positive
"Lokasi tidak dekat dengan ITC Kebon Kelapa . Setiap meja sudah tersedia berbagai lauk , lalapan dan sambel khas sunda . Kita tinggal memilihnya dan minta pegawainya untuk memanaskan . Harga masih terjangkau untuk kantong kita","[u'dekat', u'khas']",positive
"Tempat makan yang satu ini oke punya deh . Sambelnya ada 2 type : pedes mampus punya atau yang sambel leunca . Sayur asemnya oke banget , asam dan manisnya pas dilidah . Harganya juga tidak mahal . Bagi yang suka dengan pedas boleh mampir kesini .","[u'type', u'pas', u'pedas']",positive
lokasinya berada di tengah tengah kota Bandung tepatnya di jalan Pasundan . sangat mudah mencari warnas ini cukup berjalan kaki dari terminal kebon kelapa . masakan sangat bervariasi hampir semua masakan khas sunda ada disini . soal harga sangat terjangkau per orang sekitar 50.000an . tempat cukup luas ada beberapa lokasi yaitu warnas bu imas 1 dan 2 . hanya saja tempat parkir sangat terbatas . Lanjutan,"[u'mudah', u'cukup', u'khas', u'cukup', u'luas']",positive
"Salah satu warung makan terkenal di Bandung adalah warung nasi ibu imas,disini menyediakan menu makanan khas sunda seperti gepuk,ayam goreng dan ayam bakarnya yang khas m jadi laper XD dan jangan lupa sambelnya yang khas dan sangat pedas beuh bisa menambah nafsu makan kita loh Suasanya memang tidak seperti restoran mewah di Bandung lainnya,di warung nasi ibu imas ini suasanya . Lanjutan","[u'Salah', u'khas', u'khas', u'jadi', u'sambelnya', u'khas', u'pedas', u'mewah']",positive
"warung makan khas sunda , favorit ayam bakar perkedel jagung dan pepes tahu , sambel leuncanya enaakk , pedes , bagi yang senang pedes pas banget makan _URL_ 24 jam , biasanya ramai banget apalagi jam makan siang , makan pedas minumnya kakak perempuan tawar hangat , maknyos","[u'khas', u'favorit', u'senang', u'pas', u'banget', u'ramai', u'pedas']",positive
"Tempat makan favorit keluarga untuk menu khas sunda Lokasi strategis , dekat dengan kantor saya : D soal rasa , enak banget , sambelnya luar biasa tapi hati - hati karena rasanya sangat pedas . Menu favorit kami : ayam bakar , babat , usus ayam goreng , perkedel jagung","[u'favorit', u'khas', u'strategis', u'dekat', u'luar', u'biasa', u'pedas', u'favorit']",positive
"Salah satu tempat makan yang buka rajam dibandung dengan menu masakan sunda dan karedok leunca dan sambal yang boleh makan sepuasnya ,",[u'Salah'],positive
"Dateng kewarung Bu Imas yang keberapa ini bareng sama sodara yang ngajakin,yang pasti buat yang ingin kesini jangan pas jam makan siang _URL_ pol,untungnya sih saya tidak . Jadi bebas bisa nyobain beberapa menunya dan kebetupan saya nyobain pepes ikan mas,cumi bakar sama ayam _URL_ kadang kan buat beberapa orang males makan ikan mas karena banyak duri tulangnya tuh,kalo disini durinya . Lanjutan","[u'sama', u'pasti', u'pas', u'Jadi', u'bebas', u'nyobain', u'sama', u'banyak']",positive
Sambalnya _URL_ dinikmati dengan ayam bakar dan lalapan.ditambah minuman kakak perempuan tawar _URL_ banget,[],positive
"Pokoknya saya akan datang ke rumah makan ini kalau ingin menyantap "" karedok leunca pedas "" dan goreng babat . Disini semua hidangan khas Sunda , nikmat dan murah .","[u'pedas', u'khas', u'nikmat', u'murah']",positive
"Dengan harga relatif terjangkau , makanan pilihan banyak orang yang dilayanan dengan cukup cepat , sambal yang cukup pedas , menambah selera makan untuk datang lagi","[u'relatif', u'banyak', u'cukup', u'cepat', u'cukup', u'pedas']",positive
"Tidak ada bandingannya makan belut goreng di sini , dihidangkan sesuai selera pemesan . Untuk hidangan standar , belut digoreng setengah matang dan bisa dinikmati dalam keadaan panas , sementara hidangan kering belut dapat dimakan hingga tulang dan kepalanya sampai habis","[u'panas', u'kering']",positive
"Rumah makan sunda dengan pilihan menu yang variatif , ada 2 pilihan sambal yaitu sambal terasi ( super pedas ) dan sambal leuca ( medium pedasnya) . Pepes ayamnya adalah favorite setiap berkunjung ke Bu Imas ini .","[u'pedas', u'leuca']",positive
"Warung ini merupakan warung sederhana . Menu yang ditawarkan Ada ayam , udang , gepuk atau empal , usus , hingga beragam pepes . Kami pun memilih ayam bakar yang merupakan menu spesial di warung ini , udang goreng tepung , pepes jamur , usus , dan paru goreng paling pas dinikmati bersama sambal leunca khas Bandung dan setangkup nasi hangat .","[u'sederhana', u'gepuk', u'spesial', u'pas', u'khas']",positive
"Kalo anda suka dengan makanan sunda dan sambal yang pedas , ini tempat makan yang wajib dikunjungi . Tempat makannya selalu mengantri bila kita mau makan pas jam makan siang atau malam .","[u'pedas', u'pas']",positive
"Warung Makan Khas Sunda favorit saya , tak perlu merogoh kocek yang banyak . Pepes ikan atau ayam , perkedel jagung , dan sambal karedok yang mantap plus sambal terasi yang super pedas , adalah menu andalan saya .","[u'Khas', u'favorit', u'banyak', u'mantap', u'pedas']",positive
"Warung makannya bersih , pilihan menunya banyak , harganya juga terjangkau , walaupun ada kekurangan karena makanan sudah tersaji jadi saat kita pesan harusnya dihangatin lagi .","[u'bersih', u'banyak', u'kekurangan', u'jadi']",positive
Tempat makan yang murah dengan berbagai makanan khas indonesia . Yang paling AJIB itu sambel leunca dan dadakan nya yang bikin lidah bergoyang serta ayam bakarnya yang enak sekali .,"[u'murah', u'khas']",positive
Rasa makanan tidak membuat wauw restaurant sudah terlihat dan terasa jenuh suasana kurang terang dan membuat rasa kurang bersih,"[u'terang', u'bersih']",positive
"buat anda para penyuka makanan tradisional sunda , cobalah mampir ke warung bu Imas ini . ada di dekat terminal kebun kelapa anda dapat menikmati berbagai jenis hidangan tradisional sunda mulai dari lalapan sampai ayam dan ikan bakar yang muantap banget .","[u'tradisional', u'dekat', u'tradisional', u'lalapan']",positive
"Sunda banget . tidak ada makanan yang tidak enak , semua menantang selera . Lalapannya kas sunda , sajiannya juga berkarakter . jadi pengin lagi ke sini . pelayanan juga oke , keramahan kas priangan","[u'jadi', u'oke']",positive
"Didaerah kebon Kelapa , warung bu Imas nyebar dibeberapa tempat . menu andalan mereka adalah makanan tradisional indonesia dengan pilihan ayam bakar atau ayam goreng ada ikan juga beserta beberapa pilihan sayurannya . yang paling nampol memang sambel terasinya puedes banget tapi enak . dilevel 2 ada sambel ijo . juga cukup nampol . dan enaknya kita bisa nambah lalap sepuasnya","[u'nyebar', u'tradisional', u'sambel', u'cukup']",positive
"Pertama kesini suasananya memang bikin ngantuk banget , cocok buat orang yang cari ketenangan , karena kalau berisik diomelin orang lain yang ada . Tempatnya oke dan lucu juga buat foto foto . Mungkin menu nya saja yang perlu ditambah","[u'cocok', u'berisik', u'lain', u'lucu']",positive
Mendadak kesini karena dekat dengan tempat menginap . Ternyata tempatnya cukup nyaman dan unik . Buku - buku yang disediakan cukup variatif dan terdapat buku - buku lama . Karena datang saat sudah malam sehingga tempatnya tidak terlalu ramai dan bisa lebih leluasa . Cukup puas dengan makanan dan minumannya juga .,"[u'dekat', u'cukup', u'nyaman', u'cukup', u'lama', u'ramai', u'leluasa', u'Cukup', u'puas']",positive
"Akses termudah menuju kineruku adalah dari jl setia budi . setelah rumah mode ada belokan satu arah ke kiri . di sebelah kanan ada mcdonald . di seberang mc donald ( sebelah kiri ) ada belokan ke arah secapa . ada petunjuknnya begitu dengan tulisan SECAPA . ikuti belokan itu . jalannya nanjak . setelah nanjak nanti ada taman . tamannya itu ada ditengah tengah , membelah jalan , satu ke arah . Lanjutan","[u'setia', u'secapa']",positive
"Kineruku . Tempat paling hits di Bandung . Anak muda Bandung yang suka baca buku , pasti sudah tahu banget tempat ini . Tempatnya kaya rumah zaman dulu , nyaman . Buku - bukunya juga tertata rapi sesuai genre . Kalo kita mau baca disana , sambil ngemil juga bisa , soalnya disana ada makanan dan minuman yang bisa kita beli , dan harganya juga murah . Nah , ada yang menarik disini , ada . Lanjutan","[u'hits', u'muda', u'pasti', u'kaya', u'nyaman', u'rapi', u'murah', u'menarik']",positive
"Ya , mungkin tempat ini lebih ke sebuah perpustakaan daripada cafe . Datang ke tempat ini seperti hendak meminjam buku ke seorang teman . Tempatnya homey dan menyenangkan . Koleksi buku dan CD nya pun banyak dan bagus .",[u'banyak'],positive
"Akses ke saung sangat mudah . Resto ini menawarkan menu tradisionil dan modern . Menu tradisional seperti Nasi Timbel dan Nasi tutug oncom . Menu modern seperti Udang saus tomat , Cumi saus tomat dan sebagainya . Ayam bakar madu merupakan ayam bakar yang diolesi dengan madu mempunyai cita rasa yang beda dengan ayam bakar biasanya . Rasa madu yang manis meresap sampai ke dalam daging . Lanjutan","[u'mudah', u'modern', u'tradisional', u'modern', u'manis']",positive
Lokasi stretegis di pinggir jalan besar dekat dengan Tol Pasteur . Untuk menikmati hidangan biasa sambil lesehan atau pakai meja kursi . Restorannya tidak terlalu luas begitu juga parkiranya . Untungnya pas datang ke tempat ini masih sepi jadi enak untuk parkir . Menu yang ditawarkan restoran ini adalah makanan khas Sunda banget dengan rasa yang pas di lidah . Semua makanan yang dipesan rasanya . Lanjutan,"[u'besar', u'dekat', u'biasa', u'luas', u'parkiranya', u'pas', u'jadi', u'khas', u'banget', u'pas']",positive
Makanannya standar makanan khas Sunda yang enak dan lezat . Harga OK . Suasana lumayan walau agak sempit . Lokasi sebelum tol Pastur,"[u'khas', u'lezat', u'lumayan', u'sempit']",positive
"Makananya sunda banget . dan enak,, , juga sambalnya itu sangat enak.Paru dan satenya juga garink deh",[],positive
"Kunjungan ke bandung kali ini benar - benare memanjakan matan dan perut . Kalo ke bandung coba saja mampir ke saung ini , dijamin memuaskan dari segi pelayanan maupun makanannya . Kamu yang belum pernah makan nasi liwet , cobain saja nasi liwet di saung ini .",[u'benar'],positive
"Perjalanan ke bandung cukup menyenangkan selama 3 hari bersama teman kerja dari jakarta , meski di hari weekend macet namun ketika melakukan perjalanan teman merekomendasikan saung kabayan , dari harga terjangkau dan makanannya enak , salah satunya yang di coba saung kabayan di ciwidey . cukup reccomended .","[u'cukup', u'salah', u'cukup']",positive
"Kami mencoba makan malam di sini karena letaknya yang tepat di seberang hotel tempat kami menginap . Awalnya kami tidak menyangka menu yang akan kami santap seenak itu , terlebih secara tampilan fisik gedung , restoran ini biasa saja . Pelayan cukup sigap melayani . Pesanan kami juga cepat datangnya . Yummy , mungkin ini restoran Sunda terlezat yang pernah kami coba . Kebetulan kami memesan banyak menu, . Lanjutan","[u'biasa', u'cukup', u'sigap', u'cepat', u'banyak']",positive
"Biasanya saya dan keluarga ke Restoran Saung Kabayan pada saat perjalanan mau pulang dari kota Bandung , hal ini dikarenakan lokasi restoran berdekatan dengan Exit tol Pasteur . Makanan yang biasanya kami pesan adalah Ikan Gurame Goreng , Pepes tahu , tumis kangkung dan sayur asam .",[],positive
"Restoran ini terdiri dari dua lantai dengan nuansa khas rumah Sunda dengan berbagai ornamen dan dekorasi khas Sunda , antara lain wayang golek . Makanan di restoran ini juga cukup enak . Sejauh ini , restoran ini merupakan restoran Sunda yang terenak yang pernah saya kunjungi . Minumannya pun juga beragam dan terdapat beberapa minuman tradisional , misalnya bajigur . Akan tetapi , pelayanan di restoran ini sangat . Lanjutan","[u'khas', u'dekorasi', u'khas', u'lain', u'cukup', u'terenak', u'tradisional']",positive
Lokasi mudah dijangkau dengan tempat yang nyaman . Dan yang terpenting makanannya lezat dan nikmat dengan harga yang seauai,"[u'mudah', u'nyaman', u'lezat', u'nikmat']",positive
"+: Menu variatif , rasanya enak , harga ' tidak mencekik leher ' - : dekorasi dan interior yang dulu pada masanya mungkin bagus , tapi saat ini sudah mulai tampak lusuh . Sebaiknya diremajakan untuk tampilan yang lebih segar dengan tetap mempertahankan khas sundanya","[u'dekorasi', u'lusuh', u'tetap', u'khas']",positive
"Saya sekeluarga berasal dari Bandung . Walaupun sekarang sudah bekerja di Jakarta , tapi pasti selalu balik ke Bandung untuk mengunjungi keluarga . Karena itu tentu lidah sudah sangat terbiasa dengan makanan Sunda . Dan makanan Sunda yang ada di kota - kota lainnya , tidak bias mengalahkan di wilayah Sunda asli , terutama Bandung . Masakan Sunda dari restoran ini sudah cocok dengan lidah keluarga kami . Terlebih lagi . Lanjutan","[u'pasti', u'asli', u'terutama', u'cocok']",positive
"Lokasi restauran sangat dekat dengan hotel tempat saya menginap , sehingga saya selalu makan disini . Menu yang disajikan menu makanan sunda . Kemarin saya makan ikan bakar dan sedikit kecewa , karena sedikit ada rasa/aroma tanah nya . Untuk sayuran , tumis genjer dan tauge sangat enak . Sayur asemnya , seperti biasa enak sekali . Dan yang paling enak _URL_ cabai _URL_ dan selalu enak .","[u'dekat', u'sedikit', u'kecewa', u'sedikit', u'nya', u'Sayur', u'asemnya', u'biasa']",positive
"Jika kita hendak memasuki jalan menuju Hotel Novotel atau Bogor Lakeside,maka kita pastilah melalui restoran ini . Resto ini merupakan restoran yang menyajikan masakan sunda.Meski Nampak sudah tua bangunannya , tapi untuk rasa , resto ini boleh diadu dengan restoran sunda yang lain . da dua pilihan tempat duduk , yaitu apakah memilih tempat duduk di kursi atau lesehan di saung saung mungil mereka yang . Lanjutan","[u'tua', u'lain']",positive
"bagi orang-orang luar kota restoran ini pling tepat dikunjungi selain tempatnya strategis dsni terdapat berbagai macam menu masakan _URL_ sni bisa delevery juga lho,,,,penasaran.Silahkan mampir","[u'luar kota', u'strategis', u'lho,,,,penasaran.Silahkan']",positive
"Cukup mantap hidangan disaat kita lapar , sate dan empalnya sangat lezat ditambah berbagai sayuran segar ok lah","[u'Cukup', u'mantap', u'lezat']",positive
"Self service , jadi memilih lauk sendiri kemudian baru bayar di kasir . Pilihan lengkap baik ayam , daging , jeroan . Dan yang terpenting sambal nya mantabh .","[u'jadi', u'sendiri', u'baru', u'lengkap', u'baik']",positive
"kalau kebandung pasti makan dilaksana , tempatnya _URL_ nya enak - _URL_ sayur asemnya kurang panas waktu ituu:D gratis es kakak perempuan juga , khas bandung . pokonya enak banget dan cocok buat keluarga","[u'pasti', u'panas', u'khas', u'cocok']",positive
"pilihan tempat makan sunda di cimahi , menunya banyak tapi kalau datang lewat siang menu biasanya tinggal ayam dan goreng-gorengan , menu andalan , ayam , babat , sensasi nasi panas , sambel , lalap , kakak perempuan panas . langsung jos keringetan, ,","[u'banyak', u'panas', u'panas', u'langsung']",positive
"Makanannya banyak pilihan menu . Makanan sunda banget pokoknya . Sambelnya pedes habis . Lauk lalapannya juga komplet . Minuman dari kakak perempuan , es durian sampai sop buah ada .","[u'banyak', u'lalapannya', u'komplet']",positive
